,Title,Description,Views,Likes
152,"[[0.35355339 0.35355339 0.35355339 0.35355339 0.35355339 0.35355339
  0.35355339 0.35355339]]","[[0.05814838 0.02907419 0.02907419 0.02907419 0.02907419 0.02907419
  0.02907419 0.02907419 0.02907419 0.02907419 0.02907419 0.02907419
  0.02907419 0.02907419 0.02907419 0.02907419 0.02907419 0.02907419
  0.02907419 0.02907419 0.26166771 0.02907419 0.11629676 0.02907419
  0.05814838 0.02907419 0.02907419 0.05814838 0.05814838 0.02907419
  0.02907419 0.02907419 0.08722257 0.02907419 0.08722257 0.43611285
  0.02907419 0.02907419 0.02907419 0.02907419 0.02907419 0.02907419
  0.05814838 0.02907419 0.02907419 0.02907419 0.08722257 0.02907419
  0.02907419 0.05814838 0.02907419 0.02907419 0.02907419 0.02907419
  0.02907419 0.02907419 0.02907419 0.02907419 0.02907419 0.05814838
  0.02907419 0.02907419 0.02907419 0.02907419 0.02907419 0.02907419
  0.02907419 0.02907419 0.02907419 0.02907419 0.02907419 0.02907419
  0.14537095 0.55240961 0.02907419 0.02907419 0.02907419 0.02907419
  0.02907419 0.02907419 0.02907419 0.02907419 0.02907419 0.02907419
  0.05814838 0.02907419 0.02907419 0.02907419 0.02907419 0.05814838
  0.02907419 0.02907419 0.08722257 0.02907419 0.02907419 0.02907419
  0.14537095 0.02907419 0.02907419 0.02907419 0.02907419 0.02907419
  0.02907419 0.02907419 0.05814838 0.02907419 0.02907419 0.05814838
  0.14537095 0.02907419 0.14537095 0.02907419 0.05814838 0.02907419
  0.02907419 0.05814838 0.02907419 0.02907419 0.02907419 0.02907419
  0.02907419 0.02907419 0.02907419 0.02907419 0.02907419 0.02907419
  0.02907419 0.02907419 0.02907419 0.05814838 0.02907419 0.02907419
  0.02907419 0.02907419 0.02907419 0.02907419 0.02907419 0.05814838
  0.02907419 0.02907419 0.05814838 0.08722257 0.02907419 0.05814838
  0.02907419 0.02907419 0.20351933 0.31981609 0.02907419]]",5068691,308838
153,[[0.4472136 0.4472136 0.4472136 0.4472136 0.4472136]],"[[0.09407209 0.03135736 0.03135736 0.03135736 0.03135736 0.03135736
  0.03135736 0.03135736 0.03135736 0.03135736 0.03135736 0.03135736
  0.03135736 0.03135736 0.03135736 0.03135736 0.03135736 0.03135736
  0.03135736 0.03135736 0.28221626 0.03135736 0.12542945 0.03135736
  0.06271472 0.03135736 0.03135736 0.03135736 0.03135736 0.03135736
  0.09407209 0.03135736 0.06271472 0.03135736 0.40764571 0.03135736
  0.03135736 0.03135736 0.03135736 0.03135736 0.03135736 0.03135736
  0.03135736 0.03135736 0.03135736 0.03135736 0.03135736 0.06271472
  0.03135736 0.03135736 0.06271472 0.03135736 0.03135736 0.03135736
  0.03135736 0.03135736 0.03135736 0.06271472 0.06271472 0.03135736
  0.03135736 0.03135736 0.03135736 0.03135736 0.03135736 0.03135736
  0.03135736 0.03135736 0.03135736 0.06271472 0.03135736 0.03135736
  0.03135736 0.15678681 0.53307516 0.03135736 0.03135736 0.03135736
  0.03135736 0.03135736 0.03135736 0.03135736 0.03135736 0.12542945
  0.03135736 0.18814417 0.03135736 0.03135736 0.03135736 0.03135736
  0.06271472 0.03135736 0.03135736 0.03135736 0.03135736 0.15678681
  0.03135736 0.03135736 0.03135736 0.15678681 0.03135736 0.03135736
  0.15678681 0.03135736 0.06271472 0.03135736 0.03135736 0.03135736
  0.03135736 0.03135736 0.03135736 0.03135736 0.03135736 0.03135736
  0.03135736 0.03135736 0.06271472 0.03135736 0.03135736 0.03135736
  0.03135736 0.06271472 0.03135736 0.03135736 0.09407209 0.03135736
  0.06271472 0.03135736 0.09407209 0.03135736 0.03135736 0.06271472
  0.09407209 0.15678681 0.03135736 0.28221626 0.03135736]]",1424594,85571
154,"[[0.37796447 0.37796447 0.37796447 0.37796447 0.37796447 0.37796447
  0.37796447]]","[[0.02950122 0.02950122 0.02950122 0.02950122 0.02950122 0.02950122
  0.02950122 0.02950122 0.02950122 0.02950122 0.02950122 0.02950122
  0.26551099 0.02950122 0.11800488 0.02950122 0.05900244 0.02950122
  0.02950122 0.02950122 0.02950122 0.02950122 0.08850366 0.02950122
  0.02950122 0.08850366 0.44251831 0.02950122 0.02950122 0.02950122
  0.02950122 0.02950122 0.02950122 0.02950122 0.08850366 0.02950122
  0.02950122 0.05900244 0.02950122 0.02950122 0.02950122 0.02950122
  0.02950122 0.02950122 0.02950122 0.02950122 0.02950122 0.02950122
  0.05900244 0.05900244 0.02950122 0.02950122 0.02950122 0.02950122
  0.02950122 0.02950122 0.02950122 0.02950122 0.02950122 0.02950122
  0.02950122 0.1475061  0.56052319 0.02950122 0.02950122 0.02950122
  0.02950122 0.02950122 0.02950122 0.02950122 0.02950122 0.05900244
  0.02950122 0.05900244 0.02950122 0.02950122 0.05900244 0.02950122
  0.02950122 0.05900244 0.02950122 0.02950122 0.02950122 0.02950122
  0.02950122 0.1475061  0.02950122 0.02950122 0.05900244 0.02950122
  0.02950122 0.02950122 0.02950122 0.02950122 0.05900244 0.1475061
  0.02950122 0.1475061  0.02950122 0.02950122 0.02950122 0.02950122
  0.02950122 0.02950122 0.02950122 0.02950122 0.02950122 0.02950122
  0.02950122 0.05900244 0.02950122 0.02950122 0.05900244 0.02950122
  0.02950122 0.02950122 0.02950122 0.02950122 0.02950122 0.05900244
  0.02950122 0.02950122 0.02950122 0.02950122 0.08850366 0.02950122
  0.05900244 0.02950122 0.02950122 0.20650854 0.32451343 0.02950122]]",3076816,276049
155,"[[0.33333333 0.33333333 0.33333333 0.33333333 0.33333333 0.33333333
  0.33333333 0.33333333 0.33333333]]","[[0.03280894 0.03280894 0.03280894 0.03280894 0.03280894 0.03280894
  0.03280894 0.03280894 0.03280894 0.03280894 0.03280894 0.29528042
  0.03280894 0.13123574 0.03280894 0.06561787 0.03280894 0.03280894
  0.03280894 0.09842681 0.03280894 0.06561787 0.42651616 0.03280894
  0.03280894 0.03280894 0.03280894 0.03280894 0.03280894 0.06561787
  0.03280894 0.03280894 0.06561787 0.03280894 0.03280894 0.03280894
  0.03280894 0.03280894 0.03280894 0.06561787 0.03280894 0.03280894
  0.03280894 0.03280894 0.03280894 0.03280894 0.06561787 0.03280894
  0.03280894 0.03280894 0.03280894 0.03280894 0.16404468 0.55775191
  0.03280894 0.03280894 0.03280894 0.03280894 0.03280894 0.03280894
  0.03280894 0.06561787 0.03280894 0.06561787 0.03280894 0.03280894
  0.06561787 0.03280894 0.03280894 0.03280894 0.03280894 0.16404468
  0.03280894 0.03280894 0.03280894 0.03280894 0.03280894 0.06561787
  0.03280894 0.06561787 0.03280894 0.03280894 0.16404468 0.03280894
  0.16404468 0.03280894 0.03280894 0.03280894 0.03280894 0.03280894
  0.03280894 0.03280894 0.03280894 0.03280894 0.03280894 0.03280894
  0.03280894 0.03280894 0.06561787 0.03280894 0.03280894 0.03280894
  0.03280894 0.06561787 0.09842681 0.03280894 0.03280894 0.06561787
  0.03280894 0.06561787 0.03280894 0.03280894 0.03280894 0.16404468
  0.03280894 0.29528042 0.03280894]]",687706,50381
156,"[[0.26726124 0.26726124 0.26726124 0.53452248 0.26726124 0.26726124
  0.26726124 0.26726124 0.26726124 0.26726124 0.26726124]]","[[0.06713241 0.02237747 0.02237747 0.02237747 0.02237747 0.02237747
  0.02237747 0.02237747 0.02237747 0.02237747 0.02237747 0.02237747
  0.02237747 0.02237747 0.02237747 0.02237747 0.02237747 0.02237747
  0.02237747 0.02237747 0.02237747 0.04475494 0.04475494 0.02237747
  0.02237747 0.02237747 0.02237747 0.20139722 0.02237747 0.02237747
  0.08950988 0.02237747 0.04475494 0.02237747 0.02237747 0.02237747
  0.02237747 0.02237747 0.02237747 0.02237747 0.02237747 0.2909071
  0.04475494 0.02237747 0.02237747 0.02237747 0.06713241 0.04475494
  0.02237747 0.06713241 0.04475494 0.38041698 0.02237747 0.02237747
  0.02237747 0.02237747 0.02237747 0.02237747 0.02237747 0.04475494
  0.02237747 0.02237747 0.02237747 0.02237747 0.02237747 0.02237747
  0.06713241 0.02237747 0.02237747 0.04475494 0.04475494 0.02237747
  0.02237747 0.02237747 0.02237747 0.02237747 0.02237747 0.02237747
  0.02237747 0.02237747 0.02237747 0.02237747 0.02237747 0.02237747
  0.04475494 0.02237747 0.02237747 0.02237747 0.02237747 0.02237747
  0.02237747 0.02237747 0.15664228 0.02237747 0.02237747 0.02237747
  0.02237747 0.02237747 0.02237747 0.02237747 0.02237747 0.02237747
  0.02237747 0.02237747 0.11188735 0.53705926 0.04475494 0.02237747
  0.02237747 0.02237747 0.02237747 0.02237747 0.02237747 0.02237747
  0.04475494 0.02237747 0.02237747 0.04475494 0.04475494 0.02237747
  0.02237747 0.02237747 0.02237747 0.04475494 0.02237747 0.02237747
  0.02237747 0.02237747 0.02237747 0.04475494 0.04475494 0.04475494
  0.02237747 0.02237747 0.02237747 0.04475494 0.04475494 0.11188735
  0.02237747 0.06713241 0.02237747 0.02237747 0.02237747 0.02237747
  0.02237747 0.02237747 0.02237747 0.02237747 0.04475494 0.02237747
  0.02237747 0.02237747 0.04475494 0.04475494 0.04475494 0.02237747
  0.04475494 0.11188735 0.02237747 0.11188735 0.02237747 0.02237747
  0.02237747 0.02237747 0.02237747 0.02237747 0.02237747 0.02237747
  0.02237747 0.02237747 0.02237747 0.02237747 0.02237747 0.02237747
  0.24615216 0.02237747 0.02237747 0.02237747 0.02237747 0.02237747
  0.02237747 0.02237747 0.04475494 0.04475494 0.02237747 0.02237747
  0.04475494 0.02237747 0.02237747 0.02237747 0.02237747 0.02237747
  0.02237747 0.02237747 0.04475494 0.06713241 0.02237747 0.02237747
  0.02237747 0.04475494 0.02237747 0.02237747 0.04475494 0.06713241
  0.02237747 0.02237747 0.04475494 0.02237747 0.02237747 0.02237747
  0.02237747 0.02237747 0.24615216 0.24615216 0.02237747]]",3276963,170528
157,"[[0.30151134 0.30151134 0.30151134 0.30151134 0.30151134 0.60302269
  0.30151134 0.30151134]]","[[0.0265747 0.0265747 0.0265747 0.0265747 0.0265747 0.0265747 0.0265747
  0.0265747 0.0265747 0.0265747 0.0265747 0.0265747 0.0265747 0.0265747
  0.0265747 0.0265747 0.0265747 0.0265747 0.0265747 0.0265747 0.0265747
  0.0265747 0.0265747 0.0265747 0.0265747 0.0265747 0.0265747 0.0265747
  0.0265747 0.0265747 0.0531494 0.2391723 0.0265747 0.0531494 0.1328735
  0.0265747 0.0531494 0.0265747 0.0265747 0.0265747 0.0265747 0.0265747
  0.0531494 0.0265747 0.0265747 0.0265747 0.0265747 0.0265747 0.0531494
  0.0797241 0.0265747 0.0797241 0.0531494 0.3986205 0.0265747 0.0265747
  0.0265747 0.0531494 0.0265747 0.0265747 0.0265747 0.0265747 0.0797241
  0.0265747 0.0265747 0.0531494 0.0531494 0.0265747 0.0265747 0.0265747
  0.0265747 0.0265747 0.0265747 0.0265747 0.0265747 0.0531494 0.0265747
  0.0265747 0.0265747 0.0265747 0.0265747 0.0265747 0.0265747 0.0265747
  0.0265747 0.0797241 0.0265747 0.0265747 0.0265747 0.0265747 0.0265747
  0.0265747 0.1328735 0.531494  0.0265747 0.0265747 0.0265747 0.0265747
  0.0265747 0.0265747 0.0265747 0.0265747 0.0531494 0.1062988 0.0531494
  0.0265747 0.0265747 0.0265747 0.0531494 0.0265747 0.0265747 0.0265747
  0.0265747 0.0265747 0.0265747 0.0265747 0.0265747 0.0265747 0.0265747
  0.0531494 0.1328735 0.0265747 0.0265747 0.0265747 0.0265747 0.0531494
  0.0265747 0.0531494 0.0265747 0.0265747 0.0531494 0.0265747 0.0265747
  0.0265747 0.0265747 0.0531494 0.1328735 0.0265747 0.1328735 0.1328735
  0.0265747 0.0265747 0.0265747 0.265747  0.0265747 0.0265747 0.0265747
  0.0265747 0.0265747 0.0265747 0.0265747 0.0265747 0.0265747 0.0265747
  0.0265747 0.0265747 0.0265747 0.0531494 0.0265747 0.0265747 0.0265747
  0.0265747 0.0265747 0.0531494 0.0265747 0.0265747 0.0531494 0.0265747
  0.0265747 0.0797241 0.0265747 0.0531494 0.0265747 0.0531494 0.0265747
  0.1860229 0.2923217 0.0265747]]",1564303,96631
158,"[[0.37796447 0.37796447 0.37796447 0.37796447 0.37796447 0.37796447
  0.37796447]]","[[0.03235924 0.03235924 0.03235924 0.03235924 0.03235924 0.03235924
  0.03235924 0.03235924 0.03235924 0.03235924 0.03235924 0.03235924
  0.03235924 0.03235924 0.03235924 0.03235924 0.03235924 0.03235924
  0.03235924 0.06471848 0.29123316 0.03235924 0.12943696 0.03235924
  0.06471848 0.03235924 0.03235924 0.03235924 0.03235924 0.03235924
  0.09707772 0.06471848 0.03235924 0.03235924 0.42067012 0.03235924
  0.03235924 0.03235924 0.03235924 0.03235924 0.03235924 0.03235924
  0.03235924 0.06471848 0.03235924 0.03235924 0.06471848 0.03235924
  0.03235924 0.03235924 0.03235924 0.03235924 0.03235924 0.03235924
  0.03235924 0.06471848 0.03235924 0.03235924 0.03235924 0.03235924
  0.03235924 0.06471848 0.03235924 0.03235924 0.03235924 0.03235924
  0.03235924 0.1617962  0.55010708 0.03235924 0.03235924 0.03235924
  0.03235924 0.03235924 0.03235924 0.03235924 0.03235924 0.03235924
  0.03235924 0.03235924 0.06471848 0.03235924 0.03235924 0.03235924
  0.06471848 0.03235924 0.03235924 0.03235924 0.03235924 0.03235924
  0.03235924 0.03235924 0.1617962  0.03235924 0.03235924 0.03235924
  0.03235924 0.03235924 0.1617962  0.03235924 0.03235924 0.1617962
  0.03235924 0.03235924 0.03235924 0.03235924 0.03235924 0.03235924
  0.03235924 0.03235924 0.09707772 0.03235924 0.06471848 0.03235924
  0.03235924 0.03235924 0.03235924 0.03235924 0.03235924 0.06471848
  0.03235924 0.03235924 0.03235924 0.03235924 0.03235924 0.06471848
  0.06471848 0.03235924 0.09707772 0.03235924 0.06471848 0.03235924
  0.03235924 0.03235924 0.1617962  0.03235924 0.29123316 0.03235924]]",1609954,72824
159,"[[0.35355339 0.35355339 0.35355339 0.35355339 0.35355339 0.35355339
  0.35355339 0.35355339]]","[[0.05119797 0.05119797 0.02559898 0.02559898 0.02559898 0.02559898
  0.02559898 0.02559898 0.05119797 0.02559898 0.02559898 0.02559898
  0.02559898 0.02559898 0.02559898 0.05119797 0.02559898 0.02559898
  0.02559898 0.02559898 0.02559898 0.02559898 0.02559898 0.02559898
  0.02559898 0.02559898 0.23039086 0.02559898 0.10239594 0.02559898
  0.05119797 0.02559898 0.02559898 0.02559898 0.02559898 0.02559898
  0.07679695 0.07679695 0.02559898 0.02559898 0.02559898 0.07679695
  0.40958375 0.02559898 0.02559898 0.05119797 0.05119797 0.02559898
  0.02559898 0.05119797 0.02559898 0.02559898 0.02559898 0.02559898
  0.02559898 0.07679695 0.02559898 0.02559898 0.02559898 0.05119797
  0.02559898 0.02559898 0.02559898 0.02559898 0.02559898 0.02559898
  0.12799492 0.02559898 0.02559898 0.02559898 0.02559898 0.02559898
  0.05119797 0.02559898 0.02559898 0.02559898 0.02559898 0.02559898
  0.12799492 0.02559898 0.02559898 0.02559898 0.02559898 0.02559898
  0.02559898 0.02559898 0.02559898 0.12799492 0.58877664 0.02559898
  0.02559898 0.02559898 0.02559898 0.02559898 0.02559898 0.02559898
  0.02559898 0.05119797 0.07679695 0.02559898 0.05119797 0.02559898
  0.02559898 0.02559898 0.02559898 0.05119797 0.02559898 0.07679695
  0.02559898 0.05119797 0.02559898 0.02559898 0.02559898 0.05119797
  0.12799492 0.02559898 0.02559898 0.02559898 0.02559898 0.02559898
  0.02559898 0.02559898 0.02559898 0.02559898 0.02559898 0.02559898
  0.05119797 0.02559898 0.02559898 0.12799492 0.02559898 0.12799492
  0.02559898 0.02559898 0.02559898 0.02559898 0.02559898 0.02559898
  0.05119797 0.02559898 0.02559898 0.05119797 0.02559898 0.02559898
  0.02559898 0.02559898 0.02559898 0.02559898 0.02559898 0.02559898
  0.02559898 0.02559898 0.02559898 0.02559898 0.02559898 0.02559898
  0.02559898 0.02559898 0.02559898 0.02559898 0.02559898 0.02559898
  0.02559898 0.02559898 0.05119797 0.02559898 0.02559898 0.02559898
  0.02559898 0.02559898 0.02559898 0.02559898 0.02559898 0.05119797
  0.02559898 0.02559898 0.07679695 0.02559898 0.05119797 0.02559898
  0.02559898 0.02559898 0.23039086 0.28158883 0.02559898]]",5908136,231820
160,"[[0.37796447 0.37796447 0.37796447 0.37796447 0.37796447 0.37796447
  0.37796447]]","[[0.02557386 0.05114772 0.07672158 0.02557386 0.02557386 0.02557386
  0.02557386 0.02557386 0.02557386 0.02557386 0.02557386 0.02557386
  0.02557386 0.02557386 0.02557386 0.02557386 0.02557386 0.02557386
  0.02557386 0.02557386 0.02557386 0.02557386 0.02557386 0.02557386
  0.23016473 0.02557386 0.12786929 0.02557386 0.05114772 0.02557386
  0.02557386 0.02557386 0.02557386 0.02557386 0.02557386 0.02557386
  0.02557386 0.07672158 0.02557386 0.02557386 0.02557386 0.02557386
  0.02557386 0.07672158 0.02557386 0.02557386 0.40918174 0.02557386
  0.02557386 0.02557386 0.02557386 0.02557386 0.02557386 0.02557386
  0.02557386 0.02557386 0.02557386 0.07672158 0.02557386 0.02557386
  0.05114772 0.02557386 0.02557386 0.02557386 0.02557386 0.02557386
  0.02557386 0.02557386 0.02557386 0.02557386 0.02557386 0.07672158
  0.02557386 0.05114772 0.02557386 0.02557386 0.02557386 0.02557386
  0.02557386 0.02557386 0.02557386 0.02557386 0.02557386 0.02557386
  0.02557386 0.02557386 0.05114772 0.02557386 0.02557386 0.02557386
  0.07672158 0.02557386 0.02557386 0.02557386 0.12786929 0.58819874
  0.02557386 0.02557386 0.02557386 0.02557386 0.02557386 0.02557386
  0.02557386 0.02557386 0.02557386 0.02557386 0.02557386 0.02557386
  0.05114772 0.02557386 0.02557386 0.02557386 0.05114772 0.02557386
  0.05114772 0.02557386 0.02557386 0.02557386 0.02557386 0.05114772
  0.12786929 0.02557386 0.02557386 0.02557386 0.02557386 0.02557386
  0.02557386 0.02557386 0.02557386 0.02557386 0.02557386 0.02557386
  0.02557386 0.02557386 0.02557386 0.02557386 0.02557386 0.05114772
  0.02557386 0.05114772 0.02557386 0.02557386 0.12786929 0.02557386
  0.02557386 0.05114772 0.02557386 0.12786929 0.02557386 0.02557386
  0.02557386 0.02557386 0.02557386 0.02557386 0.02557386 0.02557386
  0.02557386 0.02557386 0.02557386 0.02557386 0.02557386 0.02557386
  0.02557386 0.02557386 0.02557386 0.02557386 0.02557386 0.02557386
  0.02557386 0.05114772 0.02557386 0.02557386 0.02557386 0.02557386
  0.02557386 0.05114772 0.02557386 0.02557386 0.05114772 0.02557386
  0.02557386 0.02557386 0.02557386 0.05114772 0.02557386 0.02557386
  0.07672158 0.02557386 0.05114772 0.02557386 0.02557386 0.12786929
  0.25573858 0.02557386 0.28131244 0.02557386]]",6278149,316992
161,"[[0.30151134 0.30151134 0.30151134 0.30151134 0.60302269 0.30151134
  0.30151134 0.30151134]]","[[0.02674523 0.02674523 0.02674523 0.02674523 0.02674523 0.02674523
  0.02674523 0.02674523 0.02674523 0.02674523 0.02674523 0.02674523
  0.24070711 0.02674523 0.02674523 0.10698094 0.02674523 0.05349047
  0.02674523 0.02674523 0.02674523 0.02674523 0.0802357  0.02674523
  0.0802357  0.02674523 0.05349047 0.45466899 0.02674523 0.05349047
  0.02674523 0.02674523 0.02674523 0.02674523 0.02674523 0.02674523
  0.02674523 0.0802357  0.02674523 0.02674523 0.05349047 0.02674523
  0.02674523 0.02674523 0.02674523 0.02674523 0.02674523 0.02674523
  0.05349047 0.02674523 0.02674523 0.05349047 0.02674523 0.02674523
  0.02674523 0.02674523 0.02674523 0.02674523 0.02674523 0.02674523
  0.02674523 0.02674523 0.13372617 0.58839516 0.02674523 0.02674523
  0.02674523 0.02674523 0.02674523 0.02674523 0.02674523 0.05349047
  0.02674523 0.02674523 0.10698094 0.02674523 0.02674523 0.02674523
  0.05349047 0.02674523 0.02674523 0.05349047 0.02674523 0.02674523
  0.10698094 0.13372617 0.02674523 0.02674523 0.02674523 0.02674523
  0.02674523 0.05349047 0.13372617 0.02674523 0.13372617 0.02674523
  0.02674523 0.02674523 0.02674523 0.02674523 0.02674523 0.02674523
  0.02674523 0.02674523 0.02674523 0.02674523 0.05349047 0.02674523
  0.02674523 0.02674523 0.02674523 0.02674523 0.02674523 0.02674523
  0.02674523 0.05349047 0.02674523 0.0802357  0.02674523 0.05349047
  0.02674523 0.05349047 0.05349047 0.02674523 0.02674523 0.24070711
  0.02674523 0.29419758 0.02674523]]",1037620,84094
162,[[0.4472136 0.4472136 0.4472136 0.4472136 0.4472136]],"[[0.02652791 0.02652791 0.02652791 0.02652791 0.02652791 0.02652791
  0.02652791 0.05305581 0.02652791 0.02652791 0.05305581 0.02652791
  0.02652791 0.02652791 0.02652791 0.02652791 0.02652791 0.02652791
  0.02652791 0.02652791 0.02652791 0.02652791 0.02652791 0.02652791
  0.23875115 0.02652791 0.10611162 0.02652791 0.02652791 0.05305581
  0.02652791 0.02652791 0.05305581 0.02652791 0.02652791 0.02652791
  0.07958372 0.07958372 0.07958372 0.42444649 0.02652791 0.10611162
  0.02652791 0.02652791 0.02652791 0.05305581 0.02652791 0.10611162
  0.02652791 0.02652791 0.05305581 0.02652791 0.02652791 0.05305581
  0.05305581 0.02652791 0.02652791 0.02652791 0.02652791 0.02652791
  0.02652791 0.02652791 0.02652791 0.05305581 0.02652791 0.02652791
  0.02652791 0.02652791 0.02652791 0.02652791 0.02652791 0.02652791
  0.02652791 0.02652791 0.02652791 0.02652791 0.02652791 0.13263953
  0.53055811 0.02652791 0.02652791 0.02652791 0.02652791 0.02652791
  0.02652791 0.02652791 0.02652791 0.02652791 0.18569534 0.05305581
  0.02652791 0.02652791 0.02652791 0.05305581 0.02652791 0.02652791
  0.02652791 0.05305581 0.02652791 0.02652791 0.02652791 0.02652791
  0.02652791 0.02652791 0.05305581 0.13263953 0.02652791 0.02652791
  0.02652791 0.02652791 0.02652791 0.02652791 0.02652791 0.05305581
  0.02652791 0.02652791 0.05305581 0.02652791 0.13263953 0.02652791
  0.02652791 0.13263953 0.02652791 0.02652791 0.02652791 0.05305581
  0.02652791 0.02652791 0.02652791 0.02652791 0.02652791 0.02652791
  0.05305581 0.02652791 0.02652791 0.05305581 0.07958372 0.02652791
  0.02652791 0.02652791 0.02652791 0.02652791 0.02652791 0.18569534
  0.05305581 0.05305581 0.02652791 0.02652791 0.02652791 0.05305581
  0.05305581 0.02652791 0.02652791 0.02652791 0.07958372 0.02652791
  0.05305581 0.02652791 0.02652791 0.02652791 0.02652791 0.18569534
  0.29180696 0.07958372 0.02652791]]",3062285,150754
163,"[[0.37796447 0.37796447 0.37796447 0.37796447 0.37796447 0.37796447
  0.37796447]]","[[0.02695819 0.02695819 0.02695819 0.02695819 0.02695819 0.02695819
  0.02695819 0.02695819 0.02695819 0.02695819 0.02695819 0.02695819
  0.02695819 0.02695819 0.02695819 0.02695819 0.02695819 0.24262374
  0.02695819 0.02695819 0.02695819 0.13479097 0.02695819 0.05391639
  0.02695819 0.02695819 0.02695819 0.02695819 0.08087458 0.02695819
  0.02695819 0.08087458 0.08087458 0.02695819 0.4043729  0.02695819
  0.02695819 0.02695819 0.02695819 0.02695819 0.02695819 0.05391639
  0.02695819 0.02695819 0.02695819 0.08087458 0.02695819 0.02695819
  0.05391639 0.05391639 0.02695819 0.05391639 0.02695819 0.02695819
  0.02695819 0.02695819 0.02695819 0.02695819 0.02695819 0.02695819
  0.05391639 0.02695819 0.02695819 0.02695819 0.02695819 0.02695819
  0.02695819 0.02695819 0.05391639 0.02695819 0.02695819 0.02695819
  0.02695819 0.02695819 0.02695819 0.16174916 0.59308025 0.02695819
  0.02695819 0.02695819 0.02695819 0.02695819 0.02695819 0.02695819
  0.02695819 0.02695819 0.02695819 0.02695819 0.05391639 0.02695819
  0.02695819 0.05391639 0.02695819 0.02695819 0.02695819 0.02695819
  0.02695819 0.02695819 0.02695819 0.13479097 0.02695819 0.02695819
  0.02695819 0.02695819 0.02695819 0.02695819 0.02695819 0.02695819
  0.02695819 0.10783277 0.05391639 0.05391639 0.08087458 0.13479097
  0.02695819 0.13479097 0.02695819 0.02695819 0.05391639 0.08087458
  0.02695819 0.02695819 0.02695819 0.02695819 0.02695819 0.02695819
  0.05391639 0.02695819 0.05391639 0.02695819 0.05391639 0.02695819
  0.02695819 0.02695819 0.02695819 0.02695819 0.02695819 0.02695819
  0.05391639 0.02695819 0.05391639 0.08087458 0.02695819 0.05391639
  0.02695819 0.02695819 0.21566555 0.02695819 0.29654013 0.02695819]]",2297417,194638
